#
# Heading: Word freq-Wortschatz Liepzig
#
# Source:
https://wortschatz.uni-leipzig.de/en/download/Vietnamese
#   -> vie-vn_web_2015_1M-words.txt [vie-vn_web_2015_1M.tar.gz]
#
#
#term	freq_per_million
reading	freq per million
xộn	2
máy bay tiêm kích	2
vũ khí tự vệ	2
tàu hỏa	2
đơn từ	2
chát chúa	2
khinh bỉ	2
cố hương	2
bò rừng	2
an hưởng tuổi già	2
gió rét	2
bộ đội giải ngũ	2
tuột khỏi tay	2
sáng hôm qua	2
tùy cơ ứng biến	2
hốt bạc	2
ôn thi	2
thế à	2
tự chế	2
tích điện	2
mốc meo	2
giày cao gót	2
dấu chấm hỏi	2
gọi hồn	2
vỗ vai	2
vắng người	2
giáp mặt	2
nháo nhác	2
vững chân	2
nể mặt	2
mấy cháu	2
lân la	2
mỗi đứa	2
thẳng thừng	2
thở phào nhẹ nhõm	2
xẻng	2
ổ gà	2
tòm tem	2
trao tráo	2
thật thế	2
đại lục	2
mười ba	2
bộ dáng	2
trao trả	2
cúp điện thoại	2
cà lăm	2
cuốn nào	2
chùn	2
chạnh lòng	2
mua bán chứng khoán	2
ra dáng	2
thảo nào	2
tháng tư	2
tháng bảy	2
tháng mười một	2
rau cháo	2
sức khỏe kém	2
dọn sang	2
danh tướng	2
thân thế	2
khí quản	2
mướp đắng	2
tam tai	2
tổ đỉa	2
anh hùng ca	2
căn cứ không quân	2
phồn	2
hoạt động liên tục	2
từ loại	2
ly sữa	2
nhựa đường	2
chấm thi	2
trăm ngàn	2
thánh lễ	2
mường tượng	2
cặp kè	2
cộng đồng quốc tế	2
vẩy	2
nền trời	2
đầy kiêu hãnh	2
sơ lược	2
tiệm hớt tóc	2
ngồng	2
chia xa	2
sĩ phu	2
bưu phẩm	2
trung bộ	2
giải vô địch	2
trầm tư	2
đá mài	2
dầu hỏa	2
phi chính trị	2
lấy cớ	2
ha ha	2
nắm lấy tay	2
luật học	2
xài tiền	2
trường đua	2
bốn bể	2
vô đáy	2
gia nghiệp	2
xoa xoa	2
thơm lừng	2
tang thương	2
liên danh	2
khóa họp	2
thành ủy	2
ôm hôn	2
quyền uy	2
bị hiểu lầm	2
sút người	2
lính Mỹ	2
nhanh như chớp	2
đêm ngủ	2
thả lỏng	2
giữ đạo	2
việc đánh giá	2
khắp mọi	2
thầm kín	2
thần hồn	2
ngây người	2
tắm gội	2
xin phép được	2
có phúc	2
trâng tráo	2
trang bài	2
tên cướp	2
ngành may mặc	2
bên Mỹ	2
bán mặt	2
đơn nam	2
nữ tu sĩ	2
cau khô	2
lì	2
thỏa hiệp	2
ngọc bích	2
sơ sẩy	2
toang	2
rẻ rúng	2
tất cả những cái đó	2
cấm vào	2
ngụy trang	2
đánh trống	2
cây nhà lá vườn	2
răng khôn	2
vảy cá	2
độc lập tuyệt đối	2
gia tăng đáng kể	2
vượt cấp	2
họ gần	2
tra cứu tài liệu	2
múi	2
xoay chuyển	2
chịu trách nhiệm đối với	2
bắt bí	2
dây chằng	2
bảo đảm an	2
khoai mì	2
hôm thứ hai	2
làm tổn hại	2
đâu đâu	2
cuộc sống hàng ngày	2
đối đãi	2
lìa	2
loăn xoăn	2
bờ đê	2
nịch	2
sân si	2
mới nguyên	2
cúng tổ tiên	2
sống trong cảnh	2
trần gian	2
bắt bò	2
nhãn nước	2
tại sao vậy	2
tháp nước	2
cứu nguy	2
thành khẩn	2
từ nhiều tháng nay	2
cá khô	2
mỏ than	2
xương rồng	2
có hạnh	2
lễ bế mạc	2
đặc khu	2
đặc khu kinh tế	2
nhá nhem	2
nhan nhản	2
hạch hỏi	2
số ra ngày	2
chủ soái	2
bất tài	2
khỉ đột	2
tinh tinh	2
hỗn chiến	2
biển lửa	2
băng qua	2
bửu bối	2
căn vặn	2
tranh chấp chủ quyền	2
cuộc hội thảo khoa học	2
nguyên hình	2
lần trước	2
máy trộn bê tông	2
máy khoan	2
chữ viết	2
khu thương mại	2
thượng cấp	2
nguyên tác	2
bia đá	2
ngủ đông	2
phụ chú	2
kính viễn vọng	2
sự va chạm	2
nom	2
tiệm tiến	2
sư thầy	2
trong xã hội Mỹ	2
gây chia rẽ	2
nhức nhối	2
nổi điên	2
vị tư lệnh	2
diệt vong	2
buồn rầu	2
sự sợ hãi	2
trận đánh ác liệt	2
chầu chực	2
chống nạng	2
chết trôi	2
trung học đệ nhất	2
lặng thinh	2
buồng máy	2
chướng tai gai mắt	2
vuột khỏi tầm tay	2
cao sĩ	2
nghìn thu	2
ngà voi	2
đắc tội	2
sự kỳ thị	2
thác loạn	2
thị hiếu	2
Việt Cộng	2
não sau	2
giãn tĩnh mạch	2
phấn hoa	2
chiếu xạ	2
lô hội	2
nhấn phím	2
quân địch	2
chủ nghĩa phát xít	2
đập tan	2
nằm ngửa	2
ngay thẳng	2
đè nặng trên vai	2
kinh kệ	2
lợi danh	2
sư bà	2
hơi khó	2
vô gia cư	2
lái máy bay	2
bênh vực	2
tiềm tàng	2
bị giam giữ	2
nhận tội	2
kỳ giông	2
số vốn ban đầu	2
phương ngữ	2
công ty mẹ	2
mềm lòng	2
bấm bụng	2
với mục đích gì	2
thương xót	2
giáo hữu	2
chậm chân	2
điều tiếng	2
tin yêu	2
ban cấp	2
âm tần	2
sóng vô tuyến	2
làm điện ảnh	2
ớn	2
lạch bạch	2
song le	2
bất luận	2
tinh nhuệ	2
ban bí thư	2
gieo rắc	2
nghiến răng	2
bazơ	2
thiếp	2
dây xích	2
xuống giọng	2
ngập lụt	2
hình cầu	2
nhãn lồng	2
tuần trăng	2
chờ đợi lâu	2
trắc ẩn	2
địa tô	2
hư cấu	2
mưng mủ	2
biên nhận	2
lãng đãng	2
thiên mệnh	2
phát phì	2
quá tay	2
kiện tướng	2
bảo bình	2
gáy	2
xúc giác	2
hư không	2
chẳng có lý do gì	2
âm bản	2
thực thu	2
bán vốn	2
đảng Cộng hòa	2
văn giai	2
ướt đẫm	2
sáng mai	2
đối trọng	2
dâm từ	2
chiến tranh cục bộ	2
vang dội	2
làm tổng thống	2
á hậu	2
ngang dạ	2
sau nữa	2
tạp kỹ	2
mếch lòng	2
trằn trọc	2
nát rượu	2
nhớ như in	2
máy bay oanh tạc	2
lái đò	2
mỗi bận	2
gắng	2
láo	2
quét sạch	2
bất phân thắng bại	2
chả cá	2
cơm lam	2
pháo lệnh	2
cầm súng	2
thở phào	2
ép lòng	2
thu lượm	2
tình ý	2
ăn cưới	2
hạ giọng	2
tơi tả	2
lên đạn	2
tạnh	2
dọn sạch	2
dấu kiểm	2
cầu cứu	2
tân khách	2
hoàn nguyên	2
chàng thanh niên	2
nút lệnh	2
ngược trở	2
chuyển khoản	2
thuốc tê	2
bộ chỉ huy	2
thầy cả	2
bà bóng	2
người di cư	2
dao mổ	2
suy tính	2
bàn mổ	2
cúi xuống	2
trận tuyến	2
tạ thế	2
vụ trộm cắp	2
độc đắc	2
lành lặn	2
cuộc nổi dậy	2
mới nở	2
phổ nhạc	2
mồi lửa	2
bở hơi tai	2
hệ thần kinh	2
sinh mệnh	2
cương kiện	2
múa gậy	2
ly tâm	2
hì hục	2
đi vắng	2
đầu độc	2
làm lẽ	2
thái ấp	2
điền trang	2
ruộng đồng	2
thương tổn	2
tâm sự với nhau	2
kiểu cũ	2
đem vào	2
sau dịp	2
bộn	2
miểng	2
bà mối	2
người Tây Tạng	2
bút đàm	2
ngỏ lời	2
đi đến thỏa thuận	2
kiệt quệ	2
chiến tranh thế giới thứ nhất	2
cặp kính	2
giêng hai	2
chôm chôm	2
bữa ăn trưa	2
cúa	2
khám thai	2
ý trung nhân	2
bái vật giáo	2
ước chừng	2
sấp	2
oải	2
đắt hàng	2
ú	2
ngày trọng đại	2
không dựa vào	2
trường sinh	2
âm sắc	2
nát bét	2
đạo diễn phim	2
giấy dầu	2
mạ điện	2
nhanh nhạy	2
tưa	2
CSVN	2
hàng hiên	2
tự nhận mình	2
khất thực	2
nhà tu hành	2
đường máu	2
vũng nước	2
nơi ăn chốn ở	2
đua thuyền	2
văn tự	2
cất hàng	2
kéo ra khỏi	2
dưới sự chủ trì của	2
bị cáo buộc tội	2
xử bắn	2
mất cắp	2
lái chiếc	2
rộng thênh thang	2
chủ từ	2
nhân chính	2
đạo tặc	2
bạn đồng hành	2
cho đến khuya	2
ngợm	2
góc phòng	2
chất đống	2
an ninh quốc gia	2
ăn uống điều độ	2
theo lệnh	2
Tây Ấn	2
khứa	2
vòi nước	2
đồn đại	2
tập sách	2
tạo hóa	2
gai ốc	2
sởn	2
làm bù nhìn	2
múi giờ	2
uổng phí	2
rời tay	2
ao nuôi cá	2
cửa trước	2
ồ lên	2
cù lao	2
ách	2
lỡ tay	2
sinh nhiệt	2
giao cấu	2
bún riêu	2
lần hồi	2
hoang đường	2
đành rằng	2
đàn cháu	2
kim loại hóa	2
thuyên chuyển	2
bải	2
lục bình	2
con lắc	2
vi mạch	2
Mễ Tây Cơ	2
cần sa	2
buôn bán ma túy	2
dàn xếp	2
ra tù	2
rất tiếc	2
dính dáng	2
nghiêm trang	2
lạc lối	2
trong tình trạng nguy kịch	2
béo tốt	2
bắt nạt	2
bịt tai	2
bụi cây	2
phát quang	2
nông nổi	2
u mê	2
con ngươi	2
đen nhánh	2
hoan hỉ	2
tóm cổ	2
đặc nhiệm	2
khoanh tay	2
gió lộng	2
nhóm tiêu chuẩn	2
mấy bước	2
tòa nhà văn phòng	2
đường lớn	2
chín vàng	2
nhập liệu	2
di chúc	2
nhân thọ	2
thuộc đảng	2
ngôi vua	2
quả vậy	2
rừng cây	2
trầm kha	2
dai dẳng	2
khẩu khí	2
tấc đất tấc vàng	2
nhận trách nhiệm về	2
sá	2
rình	2
giắt	2
tên chữ	2
kìm chân	2
quản nhiệm	2
vách đá	2
tạo tác	2
quan quân	2
số ba	2
tại ngũ	2
ống quần	2
Việt Nam Cộng Hòa	2
mếu máo	2
hửng sáng	2
diễm	2
khí chất	2
coi thấy	2
tình trường	2
còn ở đây	2
món trang sức	2
đá hoa cương	2
còng	2
quang hợp	2
tiễn biệt	2
dung túng	2
xin xỏ	2
mưa dầm	2
khoản đãi	2
mở tiệc	2
quốc sự	2
oi ả	2
sang đây	2
ve sầu	2
thuồng luồng	2
bạch hầu	2
mai mối	2
lóng	2
bè gỗ	2
nồng nặc	2
khoang hành lý	2
lần tới	2
linh nghiệm	2
luận điểm	2
pha sữa	2
hát bội	2
đối sách	2
bệnh trầm kha	2
giải quyết thỏa đáng	2
dễ mến	2
kẹo mứt	2
hẫng hụt	2
quân chủng	2
cân đo	2
thảm sát	2
không áp dụng	2
hải phòng	2
đột tử	2
trong hoàn cảnh	2
hình trụ	2
ngâm nga	2
kiếm chuyện	2
nổi nóng	2
phút chốc	2
cho mượn	2
người Ba Lan	2
cứa	2
gàu	2
dân tộc học	2
sử học	2
hải trấn	2
tiên thiên	2
trong bụng	2
bật đèn xanh	2
lưới điện truyền tải	2
phước đức	2
đồng niên	2
vòng tránh thai	2
chắc nịch	2
kiến đen	2
trỗ	2
thó	2
lạm thu	2
chở về	2
phô trương	2
phòng vệ sinh	2
giám định viên	2
quạt máy	2
niên khóa	2
eo hẹp	2
trực nhật	2
áp út	2
phong cầm	2
lũng đoạn	2
theo đúng kế hoạch	2
khó kiếm	2
mùn	2
gồng gánh	2
bội bạc	2
tình thật	2
nghệ sĩ ưu tú	2
phi hành đoàn	2
bị trúng đạn	2
trong vài ngày tới	2
cung cấm	2
hạt trai	2
của ông ta	2
Tây Đức	2
phép lạ	2
tam cấp	2
dửng dưng	2
bổ xung	2
ruột thừa	2
tiểu thủ công	2
cường quốc kinh tế	2
CĐVN	2
cháy đen	2
trung tướng	2
trọng âm	2
ấn tín	2
quân phục	2
tháp canh	2
nương theo	2
giòng sông	2
đứng dựa	2
mặt cắt	2
tấm bé	2
ven đô	2
hiệp đồng	2
ngàn dặm	2
đời người	2
ngang hông	2
phần đông	2
vờ vịt	2
chẩn	2
khí động học	2
bờ hồ	2
ký họa	2
đối nội	2
cá mòi	2
cá thu	2
vào đề	2
giữ phép	2
thông báo rộng rãi	2
có kỷ luật	2
phạt tù	2
bị bắt giam	2
bạc phận	2
ngược xuôi	2
nước chè	2
giấu mình	2
lực học	2
sức học	2
bất minh	2
giảng đạo	2
không phải là chuyện dễ	2
khai bút	2
pa nô	2
quy chế tối huệ quốc	2
bổ thận	2
tráng dương	2
ngành công nghiệp mũi nhọn	2
xù xì	2
cớ	2
ganh	2
húng quế	2
còn không thì	2
sự mong manh	2
quyền anh	2
có hại cho sức khỏe	2
ra rả	2
báo đài	2
bà lão	2
thảm thương	2
soạt	2
phái nam	2
kiểu truyền thống	2
Mũi Hảo Vọng	2
che khuất	2
thái bình	2
truyền bệnh	2
đái	2
có đâu	2
báo ứng	2
không lưu	2
mờ ảo	2
noi gương	2
nghe xong	2
vụ thử	2
cửa hiệu	2
đi chân đất	2
ác điểu	2
vũ lực	2
mức trần nợ	2
nợ quốc gia	2
ông từ	2
phong chức	2
nề hà	2
bắt mạch	2
nõ	2
tổng binh	2
hốc	2
rách rưới	2
vật giá	2
làm ồn	2
phù phép	2
giải thích rõ	2
yến tiệc	2
hội nghị thượng đỉnh	2
nói phải	2
tha phương	2
đại vương	2
quận công	2
quan võ	2
Nhựt	2
cầu an	2
đa mưu	2
vừa lòng	2
trưởng ga	2
trách nhiệm nặng nề	2
dụi mắt	2
ngâm thơ	2
rỗi	2
ống nghe	2
bị mất chức	2
sự chỉ trích	2
mới hoàn tất	2
bị hành quyết	2
đi trốn	2
chứa chấp	2
lên tiếng chống	2
phái đoàn	2
ngân hà	2
đặt nền móng	2
ngang hàng	2
hỏi chuyện	2
ngợi ca	2
đường biển	2
đắc cử	2
cháu gái	2
nằm ở chỗ	2
phới	2
nhà bên cạnh	2
ông gia	2
thương thuyết	2
thang gác	2
đoạn tuyệt	2
dọn đường	2
dốc chí	2
nấu chảy	2
trước mặt tôi	2
vĩ cầm	2
màu da cam	2
da màu	2
đứng tên	2
bất thụ	2
tận trung báo quốc	2
độc tấu	2
tướng sĩ	2
hịch	2
yếu lược	2
binh thư	2
dịch giả	2
phát xuất	2
nhăn nhở	2
tò vò	2
hay thật	2
được hơn một năm	2
khẩn cầu	2
ngừng bắn	2
ông bồi	2
sáng trí	2
chậm hiểu	2
tẩu	2
gạ	2
trang nhà	2
ăn sương	2
tam giới	2
bước vào nhà	2
độ này	2
thái cực	2
líp	2
chai bia	2
độc đoán	2
cực hình	2
kiệt cùng	2
luẩn quẩn	2
có gì mà	2
gói thuốc	2
bao diêm	2
kỵ sĩ	2
hai chấm	2
giặt là	2
quảng đại	2
chìm vào	2
học sinh tiểu học	2
mang dáng dấp	2
chủ đích	2
gỗ ván	2
phở tái	2
ở cữ	2
sần sật	2
suy nghĩ một chút	2
ô chữ	2
sư đoàn bộ	2
ngụy quyền	2
cốt cán	2
cuộc chiến chống khủng bố	2
oanh	2
siêu nhân	2
ngang nhau	2
nước vo gạo	2
bắc cầu	2
bể lọc	2
chế tạo vũ khí	2
ghen ngược	2
oà	2
diễm phúc	2
bánh mật	2
lao động tiên tiến	2
vẳng	2
chốc chốc	2
nữ giáo viên	2
thương yêu	2
luồn	2
kịch nói	2
viên thuốc	2
xó	2
ngồi phịch	2
ăn vào	2
nhà buôn	2
hai bánh	2
dứt bỏ	2
nộp phạt	2
hôn mê	2
nói một câu	2
nôn nóng	2
sáng loáng	2
cây kiếm	2
bồng bột	2
nông nỗi	2
phân hóa học	2
buồn thảm	2
thiêm thiếp	2
nông nô	2
tây nam	2
vừa khít	2
cung tên	2
người da đỏ	2
kẻ hầu người hạ	2
hóa phép	2
nội vụ	2
huống chi	2
nói thật với	2
tre nứa	2
bộ dạng	2
truyền kiếp	2
lắc đầu quầy quậy	2
nói như thế	2
lu bù	2
hầu hạ	2
mệnh phụ	2
thuyền máy	2
phòng khi	2
lối thoát hiểm	2
Phật sự	2
siêu không gian	2
hầm trú ẩn	2
nhí nhảnh	2
nói kháy	2
nghề võ	2
anh cán bộ	2
bánh ngọt	2
man mác	2
tĩnh mịch	2
kỳ quan thế giới	2
lưu bút	2
các danh nhân	2
vương hầu	2
vượt ngục	2
nguôi ngoai	2
thuốc bổ	2
nhẹ nhõm	2
chiếc xe mới	2
quà sinh nhật	2
tự thú	2
hồi tố	2
hủy bỏ hợp đồng	2
diệt tuyệt	2
máy chém	2
nỗi bất hạnh	2
lực lưỡng	2
dài ngoằng	2
nhân lễ	2
thút thít	2
lạnh tanh	2
mấy thằng	2
sự sắp xếp	2
niệm phật	2
não nề	2
hung tàn	2
gơ	2
huy chương đồng	2
nửa đầu	2
lập hiến	2
đường cát	2
nhảm nhí	2
đánh thuế	2
trái nghĩa	2
uất ức	2
thơm ngát	2
những nơi khác	2
bóng đen	2
đành lòng	2
cũ rích	2
xấu đi	2
vô công rỗi nghề	2
chung sống cùng nhau	2
ẩn lậu	2
lòng thành	2
mù mờ	2
ngửng	2
song sắt	2
lợi quyền	2
lê la	2
hầu bao	2
chạy ngược trở	2
đặc chất	2
hãm hại	2
dầu thực vật	2
xanh da trời	2
lạc đà	2
đưa mắt nhìn	2
lực lượng quân sự	2
hôm thứ năm	2
khó nhớ	2
nông cạn	2
sơ xuất	2
thủy lôi	2
mở cánh cửa	2
những thao tác	2
thành thật mà nói	2
thượng sách	2
khiếp đảm	2
chơi trội	2
mảnh khảnh	2
tác động ngắn hạn	2
vùng lên	2
cười ồ	2
thung	2
trễ giờ	2
mắng nhiếc	2
cập bến	2
tuyệt tình	2
vết nhơ	2
nhục nhã	2
lép vế	2
vui mắt	2
đối chứng	2
cạp	2
trao đổi ý kiến	2
bư	2
bến đậu	2
bạc bẽo	2
trĩu	2
sự cô đơn	2
đổi chác	2
tán tụng	2
đạo mạo	2
tự điển	2
vai vế	2
hạng thứ	2
bơi xuồng	2
nguy khốn	2
tảng thịt	2
đại gia đình	2
chạp	2
phiền lòng	2
nằm nghiêng	2
nên nhớ rằng	2
một việc gì	2
nhớ nhà	2
áo giáp	2
trăng khuyết	2
ngon lành	2
tại nhiều nơi trên thế giới	2
đậu hũ	2
làm việc nặng nhọc	2
gụ	2
uốn éo	2
dương cầm	2
đoạt quyền	2
cương cường	2
gom góp	2
tứ phía	2
trịnh thượng	2
dóc	2
soi rọi	2
hỗn	2
sự ràng buộc	2
thừa thãi	2
bạc cắc	2
thương tình	2
hao hao	2
người giàu có	2
se mình	2
hoàng mai	2
khóm	2
cả nể	2
sào huyệt	2
sự liên lạc	2
âm khí	2
trấn giữ	2
náo động	2
bánh đa nem	2
hàng không dân dụng	2
hư vô	2
ăn thua	2
làm trò	2
đi ngược lại	2
mang ơn	2
điều ác	2
thạch học	2
bán công	2
báng bổ	2
điều đáng tiếc	2
nhúm	2
suy biến	2
vùng biên giới	2
áp chót	2
vanh vách	2
ăn giá	2
nội tại	2
chữ quốc ngữ	2
Cơ Đốc	2
hất tung	2
soi gương	2
lời giải thích	2
hươu cao cổ	2
khát máu	2
cá cháy	2
cá chày	2
chữ trinh	2
đóng miệng	2
trảm	2
quá vãng	2
duyên thầm	2
khử mùi	2
lửa đạn	2
ấu trĩ	2
thô thiển	2
khó trả lời	2
quốc tang	2
thêu dệt	2
đoản	2
hư ảo	2
cảm tưởng	2
danh vọng	2
bạn hữu	2
lịch thiệp	2
sóng âm	2
trác táng	2
bị chết đói	2
bằng lăng	2
ô mai	2
bát đĩa	2
mát lòng	2
nóng bức	2
nước giải	2
thấy ớn	2
leo lét	2
toạc	2
lừng	2
thanh thế	2
ép uổng	2
cố sát	2
trực giác	2
đoán trước	2
nơm nớp	2
hoài niệm	2
thập cẩm	2
cách ngôn	2
tùng hương	2
khinh thường	2
oanh liệt	2
chiêm tinh học	2
kinh giới	2
tía tô	2
rắn hổ mang	2
nanh	2
xa nhất	2
ứng cử viên tổng thống	2
kể tiếp	2
quyến	2
bị thất bại	2
nhà cách mạng	2
nhóm trưởng	2
hãi hùng	2
chận	2
qua nhiều thế hệ	2
phục sinh	2
phen	2
tàu chợ	2
thốc	2
một cái gì	2
coi ngang hàng	2
thấm thía	2
đời sống thường nhật	2
hình bầu dục	2
từ trên xuống	2
buông xuôi	2
rơi lệ	2
vật kỷ niệm	2
hoàng kim	2
bút ký	2
ngồi yên	2
hải vị	2
sơn hào	2
tài công	2
băng băng	2
tiều tụy	2
đứng chờ	2
đạm bạc	2
bút máy	2
lút	2
tinh dịch	2
bất tín nhiệm	2
nhìn thẳng vào mắt	2
người da trắng	2
bộ vi xử lí	2
phiền nhiễu	2
dập dìu	2
lầm tưởng	2
trầu không	2
rã rời	2
chà là	2
khu chế xuất	2
to nhỏ	2
béng	2
vũ bão	2
oán ghét	2
cao bay xa chạy	2
kẻ tình nghi	2
bình nguyên	2
thốt	2
cột chặt	2
thanh vắng	2
nhà cầm quyền	2
nhiều chỗ	2
mê man	2
đáng thương	2
thỏa thích	2
vằn	2
đạo ôn	2
nhẹ tênh	2
sư sãi	2
trọng đãi	2
kim loại màu	2
mách bảo	2
một thời gian ngắn	2
vĩ nhân	2
bước ra cửa	2
khật khưỡng	2
lắt léo	2
sát ngay	2
vô giá trị	2
sự thịnh vượng	2
khoái lạc	2
tu hú	2
tiếng hú	2
Nhật Hoàng	2
tính tiện dụng	2
đầu tiên kể từ	2
bất khả kháng	2
đèn điện tử	2
thị trường địa ốc	2
an cư	2
giải quyết nhu cầu	2
chính sách đổi mới	2
bỏ mẹ	2
hồn vía	2
đóng góp tiền	2
hướng nào	2
nhể	2
tản văn	2
nhân tiện	2
nhân thế	2
sự khó khăn	2
phẳng phiu	2
giữ rịt	2
nhanh như cắt	2
cạnh tranh nhau	2
muồi	2
nhã nhạc	2
đèn biển	2
hãm phanh	2
tua bin hơi	2
bào ngư	2
riêu cua	2
cho mướn	2
có điều khiển	2
vôi vữa	2
đường xá	2
nói sai	2
sữa đậu nành	2
độc thoại	2
chuyên dùng	2
từ hồi nhỏ	2
thất đức	2
ngũ âm	2
thập lục	2
mũ nồi	2
chống trả	2
hội trưởng	2
cư sĩ	2
biệt hiệu	2
sao băng	2
bê ta	2
viện trưởng	2
nguyên quán	2
thấu kính	2
động trời	2
ứ trệ	2
uống bia	2
khiêu khích	2
toa xe	2
cắt lớp	2
vỏ sò	2
học sĩ	2
sơn dầu	2
canh cửi	2
thạo nghề	2
nết na	2
đình trệ	2
có nhiều chuyện	2
thi nhân	2
tạm ứng	2
nông cụ	2
các nước đang phát triển	2
đại cáo	2
hèn	2
danh nhân	2
con bạc	2
lộng gió	2
nhăn mặt	2
giáo huấn	2
nhiễm độc	2
đồ gốm	2
nồi niêu	2
một số ít người	2
máu me	2
dò hỏi	2
mắt nhắm mắt mở	2
bằng gì	2
ma men	2
tháng chạp	2
thì đạo	2
dục vọng	2
thị dục	2
sát khuẩn	2
cầm đũa	2
khấn vái	2
thả trôi	2
duyên nợ	2
đem đi	2
hột vịt	2
úm	2
nóng tính	2
kết bạn với	2
cá chuồn	2
nậu	2
nhai nhồm nhoàm	2
thô lỗ	2
vô thần	2
hữu thần	2
đạo Bà La Môn	2
cái xác	2
rớt xuống	2
chửa	2
đương quyền	2
du ngoạn	2
thường dân	2
nói tiếp	2
trên chiếc xe	2
cà kheo	2
vắt vẻo	2
cười chê	2
đem tiền	2
chết oan	2
quốc thể	2
thằng ngu	2
nháy mắt	2
rụng rời	2
nhìn không chớp	2
cay mắt	2
mái chèo	2
chấp nhận quyết định	2
ngủ ngon lành	2
tuyên dương	2
kêu gào	2
bù khú	2
làm căn bản	2
kiêng khem	2
cái ghế	2
phòng đợi	2
giông tố	2
pha trò	2
trách móc	2
mùi rượu	2
hoa mỹ	2
hội sinh	2
ngỗng trời	2
thiên ái	2
bởi sao	2
ngọ môn	2
xe ngựa	2
ngồi trên chiếc ghế	2
quả tạ	2
cắt dán	2
giường tủ	2
quá cố	2
bĩu môi	2
một điếu thuốc lá	2
ngồi đối diện	2
nô đùa	2
làm mạnh tay	2
con cờ	2
bùi ngùi	2
một chốc	2
mê mải	2
lòng chảo	2
bùng cháy	2
thông thư	2
cưỡng đoạt	2
khẩn thiết	2
cả gan	2
tăng gia	2
lững lờ	2
ruột xe	2
trấu	2
nết	2
âm tiết	2
lảnh lót	2
kiếp sau	2
ngây dại	2
lão bà	2
hải trình	2
mắt cá	2
giao phối	2
tuổi thật	2
nồi cơm điện	2
xửng	2
nước mía	2
hóa dầu	2
suối nước nóng	2
mịt	2
đóng đô	2
đánh đắm	2
sà lan	2
của hối lộ	2
bị truy tố	2
cơ cùng	2
ngủ trưa	2
bệnh xá	2
kín miệng	2
làm lấy	2
tàu đánh cá	2
giả dạng	2
thuyền buồm	2
trợ lực	2
tột	2
giảm huyết áp	2
teo cơ	2
cơi nới	2
kinh tế hàng hóa	2
bằng cớ	2
đầu thú	2
trắc lượng	2
ganh ghét	2
quang sai	2
bậu cửa	2
hoạc	2
có hiếu	2
để đổi lấy	2
tuồn	2
cầm thú	2
quý bà	2
đói rách	2
móc xích	2
lỗ khóa	2
vùng cấm	2
sơ chế	2
ngoài giờ làm việc	2
ngoại giả	2
ì	2
tụng niệm	2
chí ư	2
xoay vần	2
học cụ	2
khinh miệt	2
chê bai	2
nhìn ra xa	2
bỏ xác	2
huyên náo	2
tưởng tượng đến	2
ớn lạnh	2
dầu lạc	2
nghe ra	2
tóc bạc	2
dàn trận	2
thủ hạ	2
đối xử tàn tệ	2
rẽ ngang	2
lư hương	2
ú ớ	2
nước cờ	2
nghe chừng	2
đời nay	2
roi vọt	2
một cái thú	2
rôm rốp	2
mắm tôm	2
từ ngày đầu	2
mộng ảo	2
nôn nao	2
bánh khoái	2
sắm vai	2
đang thì	2
tinh thạch	2
như trời giáng	2
một bạt tai	2
khờ dại	2
vắng tanh	2
no ấm	2
hồi sức	2
túa	2
túi bụi	2
la hét	2
bị chết đuối	2
ngọt bùi	2
bản tóm tắt	2
nền an ninh	2
thúc bách	2
tế tự	2
xung động	2
bá chủ	2
biến đi	2
vun vút	2
hiểm họa	2
tuyển cử	2
ngày cuối cùng	2
nằm im	2
bật đèn	2
phân loại học	2
chờ một thời gian	2
hóa trị	2
cặp mắt	2
xóa nợ	2
lạ thường	2
cách đây mấy chục năm	2
khai xuân	2
thành đoàn	2
ký giấy	2
lọc dầu	2
đạt kỷ lục	2
tối hậu thư	2
tản cư	2
hạ thủy	2
ùm	2
máy bay trinh sát	2
chẩn bệnh	2
quay tơ	2
tòa án nhân dân	2
nhật thực	2
Trân Châu Cảng	2
khai chiến	2
bức điện	2
vùng giải phóng	2
triệu tập cuộc họp	2
nhũng	2
vi phạm luật pháp quốc tế	2
hành tinh Đỏ	2
vãi	2
ngần ngừ	2
vi điện tử	2
di truyền học	2
chiêu hiền	2
vị ngữ	2
mắt đỏ	2
bánh khảo	2
số nhiều	2
thật lớn	2
gan lì	2
phẳng lặng	2
chiêm nghiệm	2
nhà in	2
vỗ béo	2
nói miệng	2
vì lý do gì	2
gấu chó	2
gấu ngựa	2
mạch lạc	2
trên cạn	2
đinh tán	2
cho rồi	2
nếu thế thì	2
thớ	2
tắm nắng	2
chi phiếu	2
góc trong	2
nhầy	2
gây nhiễm trùng	2
ứ đọng	2
uông	2
rữa	2
giới hạn cho phép	2
bị thất lạc	2
luồng gió	2
đánh trống ngực	2
ngộp	2
không để ý đến	2
sắc mặt	2
sinh nhai	2
văn phẩm	2
nồi áp suất	2
quặt	2
đau yếu	2
phá hỏng	2
khập khiễng	2
nốt nhạc	2
nhạt thếch	2
lương bổng	2
oán hận	2
mệnh danh	2
khạc	2
thương lượng được	2
tự cao	2
phiền phức	2
khôn khéo	2
chèn ép	2
suy tim	2
canh chua	2
vô cùng nguy hiểm	2
giữ im lặng	2
lên tiếng phản đối	2
đường bột	2
